540	17

541	143

542	167

543	128

544	96

545	167

546	95

547	147

548	3

549	88

550	145

551	85

552	147

553	72

554	93

555	166

556	105

557	148

558	146

559	175

560	22

561	127

562	30

563	5

564	14

565	120

566	177

567	178

568	12

569	188

570	178

571	30

572	83

573	145

574	110

575	179

576	113

577	6

578	126

579	68

580	46

581	23

582	153

583	146

584	95

585	199

586	112

587	152

588	99

589	10

590	127

591	73

592	89

593	158

594	30

595	103

596	30

597	8

598	33

599	42

600	148

601	11

602	72

603	31

604	108

605	183

606	10

607	173

608	141

609	88

610	193

611	139

612	63

613	99

614	85

615	159

616	98

617	149

618	63

619	197

620	111

621	191

622	23

623	0

624	101

625	53

626	103

627	131

628	61

629	88

630	173

631	9

632	99

633	198

634	192

635	160

636	133

637	154

638	133

639	26

640	42

641	127

642	117

643	58

644	26

645	155

646	17

647	76

648	104

649	80

650	25

651	16

652	23

653	48

654	168

655	124

656	102

657	24

658	7

659	163

660	112

661	133

662	125

663	164

664	83

665	117

666	124

667	16

668	72

669	9

670	42

671	66

672	88

673	111

674	124

675	66

676	66

677	93

678	94

679	171

680	126

681	120

682	139

683	101

684	168

685	107

686	26

687	22

688	83

689	185

690	186

691	196

692	118

693	63

694	112

695	1

696	132

697	188

698	169

699	156

700	197

701	163

702	175

703	38

704	75

705	51

706	56

707	141

708	145

709	151

710	64

711	23

712	71

713	155

714	124

715	39

716	15

717	102

718	14

719	98

720	88

721	0

722	94

723	158

724	15

725	158

726	112

727	99

728	146

729	81

730	56

731	96

732	45

733	31

734	134

735	120

736	82

737	190

738	13

739	179

740	141

741	78

742	2

743	12

744	33

745	127

746	4

747	48

748	29

749	18

750	99

751	69

752	170

753	145

754	28

755	137

756	104

757	140

758	36

759	50

760	173

761	44

762	146

763	18

764	75

765	32

766	90

767	110

768	23

769	104

770	89

771	116

772	134

773	44

774	81

775	167

776	123

777	37

778	168

779	104

780	7

781	67

782	174

783	129

784	12

785	154

786	66

787	68

788	94

789	54

790	119

791	67

792	99

793	17

794	38

795	126

796	50

797	128

798	36

799	25

800	184

801	78

802	141

803	118

804	122

805	22

806	38

807	45

808	59

809	6

810	101

811	18

812	25

813	75

814	147

815	189

816	29

817	165

818	58

819	75

820	20

821	177

822	95

823	119

824	146

825	133

826	45

827	196

828	13

829	34

830	21

831	198

832	112

833	115

834	68

835	186

836	137

837	106

838	183

839	149

840	64

841	84

842	167

843	41

844	160

845	67

846	31

847	141

848	32

849	41

850	169

851	52

852	170

853	64

854	123

855	116

856	149

857	121

858	113

859	162

860	155

861	86

862	112

863	19

864	1

865	133

866	5

867	91

868	39

869	188

870	40

871	56

872	72

873	159

874	97

875	184

876	26

877	80

878	78

879	59

880	121

881	199

882	63

883	91

884	63

885	139

886	8

887	12

888	60

889	73

890	126

891	15

892	159

893	191

894	186

895	113

896	124

897	191

898	4

899	115

900	131

901	44

902	171

903	155

904	155

905	21

906	92

907	134

908	101

909	170

910	145

911	175

912	169

913	8

914	18

915	184

916	147

917	178

918	148

919	159

920	51

921	26

922	174

923	163

924	17

925	112

926	76

927	93

928	103

929	32

930	9

931	34

932	28

933	180

934	190

935	183

936	153

937	82

938	117

939	7

940	4

941	62

942	182

943	125

944	23

945	0

946	109

947	170

948	179

949	9

950	130

951	182

952	35

953	56

954	97

955	53

956	169

957	125

958	146

959	24

960	157

961	107

962	11

963	185

964	40

965	1

966	169

967	193

968	35

969	38

970	0

971	191

972	101

973	134

974	116

975	124

976	87

977	177

978	46

979	66

980	186

981	128

982	0

983	21

984	137

985	98

986	26

987	58

988	23

989	125

990	82

991	133

992	32

993	93

994	118

995	72

996	46

997	87

998	18

999	81


